state,county,agency,cand_rank,leaic_name,leaic_county,ORI9,match_dist,county_close,digits_ok,accepted,crime_ori
Texas,Bexar County,Bexar County Constable Precinct 3,1,REAL COUNTY CONSTABLE PCTS 3 4 7,REAL,TX1930300,0.10612836438923409,FALSE,FALSE,FALSE,TX0152700
Texas,Blanco County,Blanco County Constable Precinct 4,1,CALHOUN COUNTY CONSTABLES OFFICE PCT 2,CALHOUN,TX0290500,0.09808080808080819,FALSE,FALSE,FALSE,NA
Texas,Caldwell County,Caldwell County Constable Precinct 2,1,CALDWELL COUNTY CONSTABLES OFFICE PCT 1,CALDWELL,TX0280300,0.015384615384615363,TRUE,FALSE,FALSE,NA
Texas,Caldwell County,Caldwell County Constable Precinct 2,2,CALDWELL COUNTY CONSTABLE PRECINCT 3,CALDWELL,TX0280700,0.015384615384615363,TRUE,FALSE,FALSE,NA
Texas,Bexar County,China Grove Police Department,1,CHINA GROVE PD SAN ANTONIO,BEXAR,TX0150400,0.10000000000000002,TRUE,TRUE,FALSE,TX0150400
Texas,Bexar County,China Grove Police Department,2,CITY OF CHINA POLICE DEPARTMENT,JEFFERSON,TX1232000,0.10000000000000002,FALSE,TRUE,FALSE,TX0150400
Texas,Montgomery County,"Cut ""N"" Shoot Police Department",1,CUT AND SHOOT POLICE DEPARTMENT,MONTGOMERY,TX1703100,0.02592592592592597,TRUE,TRUE,TRUE,NA
Texas,Tarrant County,Dalworthington Gardens Department of Public Safety,1,DALWORTHINGTON GARDENS POLICE DEPARTMENT,TARRANT,TX2200700,0.07272727272727278,TRUE,TRUE,TRUE,NA
Texas,Edwards County,Edwards County Constable Precinct 1,1,HOWARD COUNTY CONSTABLE PCT 1,HOWARD,TX1140500,0.09808080808080819,FALSE,TRUE,FALSE,TX0690100
Texas,Freestone County,Freestone County Constable Precinct 2,1,FREESTONE COUNTY CONSTABLES OFFICE PCT 4,FREESTONE,TX0810700,0.014814814814814913,TRUE,FALSE,FALSE,NA
Texas,Freestone County,Freestone County Constable Precinct 3,1,FREESTONE COUNTY CONSTABLES OFFICE PCT 4,FREESTONE,TX0810700,0.014814814814814913,TRUE,FALSE,FALSE,NA
Texas,Freestone County,Freestone County Sheriff's Office,1,FREESTONE COUNTY SHEIRFF'S OFFICE,FREESTONE,TX0810000,0.024264705882352928,TRUE,TRUE,TRUE,TX0810000
Texas,Freestone County,Freestone County Sheriff's Office,1,FREESTONE COUNTY SHEIRFF'S OFFICE,FREESTONE,TX0810000,0.024264705882352928,TRUE,TRUE,TRUE,TX0810000
Texas,Galveston County,Galveston County Constable Precinct 2,1,GALVESTON COUNTY CONSTABLES OFFICE PCT 7,GALVESTON,TX0841700,0.014814814814814913,TRUE,FALSE,FALSE,TX0842500
Texas,Galveston County,Galveston County Constable Precinct 2,2,GALVESTON CO CONSTABLE PCT 6,GALVESTON,TX0842600,0.014814814814814913,TRUE,FALSE,FALSE,TX0842500
Texas,Galveston County,Galveston County Constable's Office Pct.1,1,GALVESTON COUNTY CONSTABLES OFFICE PCT 7,GALVESTON,TX0841700,0.014814814814814913,TRUE,FALSE,FALSE,TX0841100
Texas,Galveston County,Galveston County Constable's Office Pct.1,2,GALVESTON CO CONSTABLE PCT 6,GALVESTON,TX0842600,0.014814814814814913,TRUE,FALSE,FALSE,TX0841100
Texas,Galveston County,Galveston County Constable's Office Pct.4,1,GALVESTON COUNTY CONSTABLES OFFICE PCT 7,GALVESTON,TX0841700,0.014814814814814913,TRUE,FALSE,FALSE,TX0841800
