"state","agency_name","hyperlink","document_type","original_state_folder","sanitized_state_folder","original_agency_folder","sanitized_agency_folder","original_filename","sanitized_filename","saved_path","file_hash"
"OHIO","Gratis Police Department ","https://www.ice.gov/doclib/287gMOA/GratisPDOH_TFM_MOA_11042025.pdf","MOA","OHIO","OHIO","Gratis Police Department ","Gratis_Police_Department","GratisPDOH_TFM_MOA_11042025.pdf","MOA_GratisPDOH_TFM_MOA_11042025.pdf","agreements/agreements_20260902_013717/OHIO/Gratis_Police_Department/MOA_GratisPDOH_TFM_MOA_11042025.pdf","2fd9f5d13ead5843a80f8620ddf795b4a1a120d8077ad25860cfb82885212aaa"
"OHIO","Jamestown Police Department","https://www.ice.gov/doclib/287gMOA/JamestownPoliceDeptOH_TFM_MOA_03132026.pdf","MOA","OHIO","OHIO","Jamestown Police Department","Jamestown_Police_Department","JamestownPoliceDeptOH_TFM_MOA_03132026.pdf","MOA_JamestownPoliceDeptOH_TFM_MOA_03132026.pdf","agreements/agreements_20260902_013717/OHIO/Jamestown_Police_Department/MOA_JamestownPoliceDeptOH_TFM_MOA_03132026.pdf","34668c42d84761baf0b4bcdb9230f1c1aa2918fd94e9980ff5d20651fc805c0c"
"OHIO","Lake County Sheriff's Office","https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.ice.gov%2Fdoclib%2F287gMOA%2FLakeCoSheriffsOfficeOH_TFM_MOA_05282025.pdf&amp;data=05%7C02%7CWebmaster.ICE%40ice.dhs.gov%7Ca1f07babad2a473707b008ddb4ab11ed%7C1b87612a306c49d681e697c6e1a9197f%7C0%7C0%7C638865369011297172%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&amp;sdata=KK3WV4tL4H8fZj1ihIfwcJ%2FAfbzJb12%2BIsFJ9PAmPs4%3D&amp;reserved=0","MOA","OHIO","OHIO","Lake County Sheriff's Office","Lake_County_Sheriff's_Office","gcc02.safelinks.protection.outlook.com","MOA_gcc02.safelinks.protection.outlook.com","agreements/agreements_20260902_013717/OHIO/Lake_County_Sheriff's_Office/MOA_gcc02.safelinks.protection.outlook.com","bf43c78bf3e366126a15882e87962b52eccf96fe2b5e7bfa75950be34167b497"
"OHIO","Lake County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/LakeCoSheriffsOfficeOH_WSO_MOA_05282025.pdf","MOA","OHIO","OHIO","Lake County Sheriff's Office","Lake_County_Sheriff's_Office","LakeCoSheriffsOfficeOH_WSO_MOA_05282025.pdf","MOA_LakeCoSheriffsOfficeOH_WSO_MOA_05282025.pdf","agreements/agreements_20260902_013717/OHIO/Lake_County_Sheriff's_Office/MOA_LakeCoSheriffsOfficeOH_WSO_MOA_05282025.pdf","6359a6621730fb3238474b36fc81a4ac5cb3a565f690242727075609e65333e9"
"OHIO","Peebles Police Department ","https://www.ice.gov/doclib/287gMOA/PeeblesPDOH_TFM_MOA_12082025.pdf","MOA","OHIO","OHIO","Peebles Police Department ","Peebles_Police_Department","PeeblesPDOH_TFM_MOA_12082025.pdf","MOA_PeeblesPDOH_TFM_MOA_12082025.pdf","agreements/agreements_20260902_013717/OHIO/Peebles_Police_Department/MOA_PeeblesPDOH_TFM_MOA_12082025.pdf","19a6a9e8ff20ee660fc86b51c028372188dd1e5862e152ec8ee18a42c604cd3c"
"OHIO","Portage County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/PortageCoSheriffsOfficeOH_TFM_MOA_03.12.2025.pdf","MOA","OHIO","OHIO","Portage County Sheriff's Office","Portage_County_Sheriff's_Office","PortageCoSheriffsOfficeOH_TFM_MOA_03.12.2025.pdf","MOA_PortageCoSheriffsOfficeOH_TFM_MOA_03.12.2025.pdf","agreements/agreements_20260902_013717/OHIO/Portage_County_Sheriff's_Office/MOA_PortageCoSheriffsOfficeOH_TFM_MOA_03.12.2025.pdf","d122040bc5353385d4b02dea2a2e82d26b2a23072967f92273857fa9a4f6375a"
"OHIO","Portage County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/PortageCountySO_WSO_MOA_031225.pdf","MOA","OHIO","OHIO","Portage County Sheriff's Office","Portage_County_Sheriff's_Office","PortageCountySO_WSO_MOA_031225.pdf","MOA_PortageCountySO_WSO_MOA_031225.pdf","agreements/agreements_20260902_013717/OHIO/Portage_County_Sheriff's_Office/MOA_PortageCountySO_WSO_MOA_031225.pdf","5d82015b4d6e35d0e58678696d6540dbb3383f5467e2c53fdf1e9371a08a9ebe"
"OHIO","Russellville Police Department ","https://www.ice.gov/doclib/287gMOA/RussellvillePoliceDeptOH_TFM_MOA_01262026.pdf","MOA","OHIO","OHIO","Russellville Police Department ","Russellville_Police_Department","RussellvillePoliceDeptOH_TFM_MOA_01262026.pdf","MOA_RussellvillePoliceDeptOH_TFM_MOA_01262026.pdf","agreements/agreements_20260902_013717/OHIO/Russellville_Police_Department/MOA_RussellvillePoliceDeptOH_TFM_MOA_01262026.pdf","9506f36f8e3bfd9b37824a0b3527efc2a0777b7fe4b92d267ba2b3b57ee808c1"
"OHIO","Sardinia Police Department ","https://www.ice.gov/doclib/287gMOA/SardiniaPDOH_TFM_MOA_11142025.pdf","MOA","OHIO","OHIO","Sardinia Police Department ","Sardinia_Police_Department","SardiniaPDOH_TFM_MOA_11142025.pdf","MOA_SardiniaPDOH_TFM_MOA_11142025.pdf","agreements/agreements_20260902_013717/OHIO/Sardinia_Police_Department/MOA_SardiniaPDOH_TFM_MOA_11142025.pdf","f83d1ce65cec461e465ff67d4ab0d632204f99d3e5e7136aea2e1c09389ff9b1"
"OHIO","Seneca County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/SenecaCoSOOH_TFM_MOA_022825.pdf","MOA","OHIO","OHIO","Seneca County Sheriff's Office","Seneca_County_Sheriff's_Office","SenecaCoSOOH_TFM_MOA_022825.pdf","MOA_SenecaCoSOOH_TFM_MOA_022825.pdf","agreements/agreements_20260902_013717/OHIO/Seneca_County_Sheriff's_Office/MOA_SenecaCoSOOH_TFM_MOA_022825.pdf","d04bc04180c68082b9ea2d7cd7a1d48fcc7f3c77017eed24e99dec903066d2bd"
"OHIO","Seneca County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/SenecaCoSheriffsOfficeOH_WSO_MOA_02.28.2025.pdf","MOA","OHIO","OHIO","Seneca County Sheriff's Office","Seneca_County_Sheriff's_Office","SenecaCoSheriffsOfficeOH_WSO_MOA_02.28.2025.pdf","MOA_SenecaCoSheriffsOfficeOH_WSO_MOA_02.28.2025.pdf","agreements/agreements_20260902_013717/OHIO/Seneca_County_Sheriff's_Office/MOA_SenecaCoSheriffsOfficeOH_WSO_MOA_02.28.2025.pdf","87f22dc551142f4e3ba814c867e733eeb20762673c3be714551cde6973319507"
"OHIO","Spencer Police Department","https://www.ice.gov/doclib/287gMOA/SpencerPoliceDepOH_TFM_MOA_10172025.pdf","MOA","OHIO","OHIO","Spencer Police Department","Spencer_Police_Department","SpencerPoliceDepOH_TFM_MOA_10172025.pdf","MOA_SpencerPoliceDepOH_TFM_MOA_10172025.pdf","agreements/agreements_20260902_013717/OHIO/Spencer_Police_Department/MOA_SpencerPoliceDepOH_TFM_MOA_10172025.pdf","ecc11b9b5249ecf8005f4afe96e4e3047c04888bd222c0aa042fa080d9faa177"
"OHIO","Warren County Sheriff's Office ","https://www.ice.gov/doclib/287gMOA/WarrenCoSOOH_TFM_MOA_11142025.pdf","MOA","OHIO","OHIO","Warren County Sheriff's Office ","Warren_County_Sheriff's_Office","WarrenCoSOOH_TFM_MOA_11142025.pdf","MOA_WarrenCoSOOH_TFM_MOA_11142025.pdf","agreements/agreements_20260902_013717/OHIO/Warren_County_Sheriff's_Office/MOA_WarrenCoSOOH_TFM_MOA_11142025.pdf","430f875de00bccfc5fca7a07b4ece6c5e5199da93793760802e99e6b99a14b94"
"OKLAHOMA","Achille Police Department","https://www.ice.gov/doclib/287gMOA/AchillePoliceDeptOK_TFM_MOA_01072026.pdf","MOA","OKLAHOMA","OKLAHOMA","Achille Police Department","Achille_Police_Department","AchillePoliceDeptOK_TFM_MOA_01072026.pdf","MOA_AchillePoliceDeptOK_TFM_MOA_01072026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Achille_Police_Department/MOA_AchillePoliceDeptOK_TFM_MOA_01072026.pdf","78021657987ac6bccd76abb1a34280f21a5ed6434d9c0772faa5ad8027cd3e5e"
"OKLAHOMA","Adair Police Department","https:/www.ice.gov/doclib/287gMOA/AdairPDOK_TFM_MOA_06032026.pdf","MOA","OKLAHOMA","OKLAHOMA","Adair Police Department","Adair_Police_Department","AdairPDOK_TFM_MOA_06032026.pdf","MOA_AdairPDOK_TFM_MOA_06032026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Adair_Police_Department/MOA_AdairPDOK_TFM_MOA_06032026.pdf","318c018d3cbdddbfbf233ff1d0befb12ae09b6a66bfd41a26588ddfdfd83de6c"
"OKLAHOMA","Afton Police Department","https://www.ice.gov/doclib/287gMOA/AftonPDOK_TFM_MOA_04252026.pdf","MOA","OKLAHOMA","OKLAHOMA","Afton Police Department","Afton_Police_Department","AftonPDOK_TFM_MOA_04252026.pdf","MOA_AftonPDOK_TFM_MOA_04252026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Afton_Police_Department/MOA_AftonPDOK_TFM_MOA_04252026.pdf","f26eddd3fc116363bf6a863553a033c5cd5fee3cce7373f04849b991a953bab2"
"OKLAHOMA","Alva Police Department","https://www.ice.gov/doclib/287gMOA/AlvaPDOK_TFM_MOA_06172026.pdf","MOA","OKLAHOMA","OKLAHOMA","Alva Police Department","Alva_Police_Department","AlvaPDOK_TFM_MOA_06172026.pdf","MOA_AlvaPDOK_TFM_MOA_06172026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Alva_Police_Department/MOA_AlvaPDOK_TFM_MOA_06172026.pdf","085f9e79ecb6ea2641a28813f0dc588369aa3709a7950d2b665b0d5d3f5e8b43"
"OKLAHOMA","Atoka County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/AtokaCoSheriffsOfficeOK_TFM_MOA_04272026.pdf","MOA","OKLAHOMA","OKLAHOMA","Atoka County Sheriff's Office","Atoka_County_Sheriff's_Office","AtokaCoSheriffsOfficeOK_TFM_MOA_04272026.pdf","MOA_AtokaCoSheriffsOfficeOK_TFM_MOA_04272026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Atoka_County_Sheriff's_Office/MOA_AtokaCoSheriffsOfficeOK_TFM_MOA_04272026.pdf","f967e27301c04db0bfc108fd91cb63743cb803dcac7e703414ec35d575e7df1e"
"OKLAHOMA","Barnsdall Police Department","https://www.ice.gov/doclib/287gMOA/BarnsdallPDOK_TFM_MOA_0922225.pdf","MOA","OKLAHOMA","OKLAHOMA","Barnsdall Police Department","Barnsdall_Police_Department","BarnsdallPDOK_TFM_MOA_0922225.pdf","MOA_BarnsdallPDOK_TFM_MOA_0922225.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Barnsdall_Police_Department/MOA_BarnsdallPDOK_TFM_MOA_0922225.pdf","653f17ea70115e25b67a7bbbac241df17ee8aba1024aaf1ed43b2a310a00e948"
"OKLAHOMA","Beggs Police Department ","https://www.ice.gov/doclib/287gMOA/BeggsPoliceDepOK_TFM_MOA_10172025.pdf","MOA","OKLAHOMA","OKLAHOMA","Beggs Police Department ","Beggs_Police_Department","BeggsPoliceDepOK_TFM_MOA_10172025.pdf","MOA_BeggsPoliceDepOK_TFM_MOA_10172025.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Beggs_Police_Department/MOA_BeggsPoliceDepOK_TFM_MOA_10172025.pdf","fd2d511ff7dd7e46cb1fe5279364c89fc0a494ffe3447c84ba25c4cfe0863be9"
"OKLAHOMA","Blaine County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/BlaineCoSheriffsOfficeOK_TFM_MOA_09092025.pdf","MOA","OKLAHOMA","OKLAHOMA","Blaine County Sheriff's Office","Blaine_County_Sheriff's_Office","BlaineCoSheriffsOfficeOK_TFM_MOA_09092025.pdf","MOA_BlaineCoSheriffsOfficeOK_TFM_MOA_09092025.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Blaine_County_Sheriff's_Office/MOA_BlaineCoSheriffsOfficeOK_TFM_MOA_09092025.pdf","8557c82543e44ea2be788ed1ab9a1a660a7ef3579f05463c64b26824d3ce6f34"
"OKLAHOMA","Blaine County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/BlaineCo_WSO_MOA_02.18.2025.pdf","MOA","OKLAHOMA","OKLAHOMA","Blaine County Sheriff's Office","Blaine_County_Sheriff's_Office","BlaineCo_WSO_MOA_02.18.2025.pdf","MOA_BlaineCo_WSO_MOA_02.18.2025.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Blaine_County_Sheriff's_Office/MOA_BlaineCo_WSO_MOA_02.18.2025.pdf","b9aa9d3a1a421e306212926b089b1e98469afc000c9e5ac05ebeb952fedc6658"
"OKLAHOMA","Boise City Police Department","https://www.ice.gov/doclib/287gMOA/BoiseCityPoliceDeptOK_TFM_MOA_03312026.pdf","MOA","OKLAHOMA","OKLAHOMA","Boise City Police Department","Boise_City_Police_Department","BoiseCityPoliceDeptOK_TFM_MOA_03312026.pdf","MOA_BoiseCityPoliceDeptOK_TFM_MOA_03312026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Boise_City_Police_Department/MOA_BoiseCityPoliceDeptOK_TFM_MOA_03312026.pdf","dd39f6de674ec5ed9aecb5530b561db40702215542487b4003f4e8171cf73ee7"
"OKLAHOMA","Bokchito Police Department","https://www.ice.gov/doclib/287gMOA/BokchitoPoliceDeptOK_TFM_MOA_02102026.pdf","MOA","OKLAHOMA","OKLAHOMA","Bokchito Police Department","Bokchito_Police_Department","BokchitoPoliceDeptOK_TFM_MOA_02102026.pdf","MOA_BokchitoPoliceDeptOK_TFM_MOA_02102026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Bokchito_Police_Department/MOA_BokchitoPoliceDeptOK_TFM_MOA_02102026.pdf","d5c60e4cadffc669905e10b26c443e4debf23033d4311399bdf477d09975bb4a"
"OKLAHOMA","Bristow Police Department","https://www.ice.gov/doclib/287gMOA/BristowPDOK_TFM_MOA_06152026.pdf","MOA","OKLAHOMA","OKLAHOMA","Bristow Police Department","Bristow_Police_Department","BristowPDOK_TFM_MOA_06152026.pdf","MOA_BristowPDOK_TFM_MOA_06152026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Bristow_Police_Department/MOA_BristowPDOK_TFM_MOA_06152026.pdf","ff69bab2da3f4c34e41ab13544cb5c28d8317f6774c5d86b9ecccb1be46131c1"
"OKLAHOMA","Caddo Police Department","https://www.ice.gov/doclib/287gMOA/CaddoPoliceDeptOK_TFM_MOA_03112026.pdf","MOA","OKLAHOMA","OKLAHOMA","Caddo Police Department","Caddo_Police_Department","CaddoPoliceDeptOK_TFM_MOA_03112026.pdf","MOA_CaddoPoliceDeptOK_TFM_MOA_03112026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Caddo_Police_Department/MOA_CaddoPoliceDeptOK_TFM_MOA_03112026.pdf","2695695f3316308010943505d4471e81c7c6a8dabf911e87a2b948ec6a50bab1"
"OKLAHOMA","Canadian County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/287gJEM_CanadianCoOK2020-03-13.pdf","MOA","OKLAHOMA","OKLAHOMA","Canadian County Sheriff's Office","Canadian_County_Sheriff's_Office","287gJEM_CanadianCoOK2020-03-13.pdf","MOA_287gJEM_CanadianCoOK2020-03-13.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Canadian_County_Sheriff's_Office/MOA_287gJEM_CanadianCoOK2020-03-13.pdf","5799b0111f37cfb8fd8a10ca252120e8b5aebd9af1f181b3399b087f3d513ec1"
"OKLAHOMA","Canadian County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/CanadianCoSheriffsOfficeOK_TFM_MOA_03192026.pdf","MOA","OKLAHOMA","OKLAHOMA","Canadian County Sheriff's Office","Canadian_County_Sheriff's_Office","CanadianCoSheriffsOfficeOK_TFM_MOA_03192026.pdf","MOA_CanadianCoSheriffsOfficeOK_TFM_MOA_03192026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Canadian_County_Sheriff's_Office/MOA_CanadianCoSheriffsOfficeOK_TFM_MOA_03192026.pdf","b9f54ae88fb3da9f666b92e933d8cc976de72b1dd25ce915ddd2832a0cfcffa9"
"OKLAHOMA","Canadian County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/CanadianCountySOOK_WSO_MOA_082825.pdf","MOA","OKLAHOMA","OKLAHOMA","Canadian County Sheriff's Office","Canadian_County_Sheriff's_Office","CanadianCountySOOK_WSO_MOA_082825.pdf","MOA_CanadianCountySOOK_WSO_MOA_082825.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Canadian_County_Sheriff's_Office/MOA_CanadianCountySOOK_WSO_MOA_082825.pdf","051a7f434c59cd1b5dcabe5275badc207e85e99b771fcb6f953ab8b794fc7a0d"
"OKLAHOMA","Caney Police Department","https://www.ice.gov/doclib/287gMOA/CaneyPDOK_TFM_MOA_05122026.pdf","MOA","OKLAHOMA","OKLAHOMA","Caney Police Department","Caney_Police_Department","CaneyPDOK_TFM_MOA_05122026.pdf","MOA_CaneyPDOK_TFM_MOA_05122026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Caney_Police_Department/MOA_CaneyPDOK_TFM_MOA_05122026.pdf","382493f86e128dcd7fabfc54be895557db95f918cabf37040cafaa9724e9bf7a"
"OKLAHOMA","Checotah Police Department","https://www.ice.gov/doclib/287gMOA/ChecotahPoliceDeptOK_TFM_MOA_04172026.pdf","MOA","OKLAHOMA","OKLAHOMA","Checotah Police Department","Checotah_Police_Department","ChecotahPoliceDeptOK_TFM_MOA_04172026.pdf","MOA_ChecotahPoliceDeptOK_TFM_MOA_04172026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Checotah_Police_Department/MOA_ChecotahPoliceDeptOK_TFM_MOA_04172026.pdf","b09b34b53f6c39b79f0e128e4ab43233dd08d445f2df26c2515f44d462345f5f"
"OKLAHOMA","Chelsea Police Department","https://www.ice.gov/doclib/287gMOA/ChelseaPoliceDeptOK_TFM_MOA_03062026.pdf","MOA","OKLAHOMA","OKLAHOMA","Chelsea Police Department","Chelsea_Police_Department","ChelseaPoliceDeptOK_TFM_MOA_03062026.pdf","MOA_ChelseaPoliceDeptOK_TFM_MOA_03062026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Chelsea_Police_Department/MOA_ChelseaPoliceDeptOK_TFM_MOA_03062026.pdf","cfe0d2cf25d58aac5054c15fc0bfa90ed91e5d89ecdf7c6a5e8f2430634e74ca"
"OKLAHOMA ","Cherokee Police Department","https://www.ice.gov/doclib/287gMOA/CherokeePoliceDeptOK_TFM_MOA_05212026.pdf","MOA","OKLAHOMA ","OKLAHOMA","Cherokee Police Department","Cherokee_Police_Department","CherokeePoliceDeptOK_TFM_MOA_05212026.pdf","MOA_CherokeePoliceDeptOK_TFM_MOA_05212026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Cherokee_Police_Department/MOA_CherokeePoliceDeptOK_TFM_MOA_05212026.pdf","6f0fce9e2bc2c3415f86d39fcc3589b986de9d8685b386870257c05f3ad39ef3"
"OKLAHOMA","Cimarron County Sheriff's Office ","https://www.ice.gov/doclib/287gMOA/CimarronCoSheriffsOfficeOK_TFM_MOA_03312026.pdf","MOA","OKLAHOMA","OKLAHOMA","Cimarron County Sheriff's Office ","Cimarron_County_Sheriff's_Office","CimarronCoSheriffsOfficeOK_TFM_MOA_03312026.pdf","MOA_CimarronCoSheriffsOfficeOK_TFM_MOA_03312026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Cimarron_County_Sheriff's_Office/MOA_CimarronCoSheriffsOfficeOK_TFM_MOA_03312026.pdf","4c80d9815ff002cd7ade19faf5ad3f5a7f9c9869c7d7c0104924d85ce0933669"
"OKLAHOMA","Colbert Police Department","https://www.ice.gov/doclib/287gMOA/ColbertPoliceDeptOK_TFM_MOA_03132026.pdf","MOA","OKLAHOMA","OKLAHOMA","Colbert Police Department","Colbert_Police_Department","ColbertPoliceDeptOK_TFM_MOA_03132026.pdf","MOA_ColbertPoliceDeptOK_TFM_MOA_03132026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Colbert_Police_Department/MOA_ColbertPoliceDeptOK_TFM_MOA_03132026.pdf","699bc39cf28506a23c3f960587538ea52b651af3a42b0a9364d09aa86d85f2b0"
"OKLAHOMA ","Colcord Police Department","https://www.ice.gov/doclib/287gMOA/ColcordPoliceDeptOK_TFM_MOA_05212026.pdf","MOA","OKLAHOMA ","OKLAHOMA","Colcord Police Department","Colcord_Police_Department","ColcordPoliceDeptOK_TFM_MOA_05212026.pdf","MOA_ColcordPoliceDeptOK_TFM_MOA_05212026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Colcord_Police_Department/MOA_ColcordPoliceDeptOK_TFM_MOA_05212026.pdf","91dbc8398b12a4e188b826b86a515e541f32d89e0ed0b45127e1dbcd18e58979"
"OKLAHOMA","Collinsville Police Department","https://www.ice.gov/doclib/287gMOA/CollinsvillePoliceDeptOK_TFM_MOA_04222026.pdf","MOA","OKLAHOMA","OKLAHOMA","Collinsville Police Department","Collinsville_Police_Department","CollinsvillePoliceDeptOK_TFM_MOA_04222026.pdf","MOA_CollinsvillePoliceDeptOK_TFM_MOA_04222026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Collinsville_Police_Department/MOA_CollinsvillePoliceDeptOK_TFM_MOA_04222026.pdf","dacdd5e262c38fabe875a7cd5a132f6296a0d45d8bce45e02f4c60346400a9e7"
"OKLAHOMA","Craig County Sheriff's Office ","https://www.ice.gov/doclib/287gMOA/CraigCoSOOK_TFM_MOA_10172025.pdf","MOA","OKLAHOMA","OKLAHOMA","Craig County Sheriff's Office ","Craig_County_Sheriff's_Office","CraigCoSOOK_TFM_MOA_10172025.pdf","MOA_CraigCoSOOK_TFM_MOA_10172025.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Craig_County_Sheriff's_Office/MOA_CraigCoSOOK_TFM_MOA_10172025.pdf","af4b8b2d62cad2b89479d6e7a984264220eb0afeeec3da80ba2f99a544ff2a70"
"OKLAHOMA","Creek County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/CreekCoSheriffsOfficeOK_TFM_MOA_04172026.pdf","MOA","OKLAHOMA","OKLAHOMA","Creek County Sheriff's Office","Creek_County_Sheriff's_Office","CreekCoSheriffsOfficeOK_TFM_MOA_04172026.pdf","MOA_CreekCoSheriffsOfficeOK_TFM_MOA_04172026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Creek_County_Sheriff's_Office/MOA_CreekCoSheriffsOfficeOK_TFM_MOA_04172026.pdf","bbd793088e784fab07b8beed08c71c7b6cc5824153b4feeea2c7c8aaac14a4a6"
"OKLAHOMA","Custer County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/CusterCoSheriffsOfficeOK_TFM_MOA_04052026.pdf","MOA","OKLAHOMA","OKLAHOMA","Custer County Sheriff's Office","Custer_County_Sheriff's_Office","CusterCoSheriffsOfficeOK_TFM_MOA_04052026.pdf","MOA_CusterCoSheriffsOfficeOK_TFM_MOA_04052026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Custer_County_Sheriff's_Office/MOA_CusterCoSheriffsOfficeOK_TFM_MOA_04052026.pdf","b48ab777f659473728141588aec1d4afed8491bd48cee0f1aa3d6f2eb9eb4a7d"
"OKLAHOMA","Disney Police Department","https://www.ice.gov/doclib/287gMOA/DisneyPDOK_TFM_MOA_05142026.pdf","MOA","OKLAHOMA","OKLAHOMA","Disney Police Department","Disney_Police_Department","DisneyPDOK_TFM_MOA_05142026.pdf","MOA_DisneyPDOK_TFM_MOA_05142026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Disney_Police_Department/MOA_DisneyPDOK_TFM_MOA_05142026.pdf","cd71f1f74bca83f89fb51965d9df9b43016a6d1170caf11501678f8afd0e05df"
"OKLAHOMA","Fairland Police Department","https://www.ice.gov/doclib/287gMOA/FairlandPDOK_TFM_MOA_06152026.pdf","MOA","OKLAHOMA","OKLAHOMA","Fairland Police Department","Fairland_Police_Department","FairlandPDOK_TFM_MOA_06152026.pdf","MOA_FairlandPDOK_TFM_MOA_06152026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Fairland_Police_Department/MOA_FairlandPDOK_TFM_MOA_06152026.pdf","f58ff4fefe85a84853de52ec1afcbdbe30edd49d83afd553faf7649720b949ce"
"OKLAHOMA","Geary Police Department","https://www.ice.gov/doclib/287gMOA/GearyPoliceDeptOK_TFM_MOA_09092025.pdf","MOA","OKLAHOMA","OKLAHOMA","Geary Police Department","Geary_Police_Department","GearyPoliceDeptOK_TFM_MOA_09092025.pdf","MOA_GearyPoliceDeptOK_TFM_MOA_09092025.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Geary_Police_Department/MOA_GearyPoliceDeptOK_TFM_MOA_09092025.pdf","0b4cca3c6fd6fad4f3a8855f9e0db72bded839d408f78e934d20fcf1f8b14fd3"
"OKLAHOMA","Grady County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/GradyCoSheriffsOfficeOK_TFM_MOA_04052026.pdf","MOA","OKLAHOMA","OKLAHOMA","Grady County Sheriff's Office","Grady_County_Sheriff's_Office","GradyCoSheriffsOfficeOK_TFM_MOA_04052026.pdf","MOA_GradyCoSheriffsOfficeOK_TFM_MOA_04052026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Grady_County_Sheriff's_Office/MOA_GradyCoSheriffsOfficeOK_TFM_MOA_04052026.pdf","ff975c033b04c931ce88062e79f0076b8ff779a0141bcfd2685997f21660ad32"
"OKLAHOMA","Haskell County Sheriff's Office","https://www.ice.gov/doclib/287gMOA/HaskellCoSheriffsOfficeOK_TFM_MOA_03282026.pdf","MOA","OKLAHOMA","OKLAHOMA","Haskell County Sheriff's Office","Haskell_County_Sheriff's_Office","HaskellCoSheriffsOfficeOK_TFM_MOA_03282026.pdf","MOA_HaskellCoSheriffsOfficeOK_TFM_MOA_03282026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Haskell_County_Sheriff's_Office/MOA_HaskellCoSheriffsOfficeOK_TFM_MOA_03282026.pdf","b9a0cba7f1559a5b7f5698935691df9db8d62ef64af6900e06a7b53960c1a5df"
"OKLAHOMA","Hobart Police Department","https://www.ice.gov/doclib/287gMOA/HobartPoliceDeptOK_TFM_MOA_01072026.pdf","MOA","OKLAHOMA","OKLAHOMA","Hobart Police Department","Hobart_Police_Department","HobartPoliceDeptOK_TFM_MOA_01072026.pdf","MOA_HobartPoliceDeptOK_TFM_MOA_01072026.pdf","agreements/agreements_20260902_013717/OKLAHOMA/Hobart_Police_Department/MOA_HobartPoliceDeptOK_TFM_MOA_01072026.pdf","94086bfab00a32eb9d9b7b892b93bbd33c3bc34dbbbbf26ec952ade5d47ab30e"
